iso3,year,event_month,conflict_events_total,conflict_fatalities_best,conflict_fatalities_high,conflict_fatalities_low,conflict_state_based_events,conflict_non_state_events,conflict_one_sided_events,conflict_any_event,period
ETH,2014,7,1,5,5,5,1,0,0,1,2014-07
ETH,2014,9,1,0,5,0,1,0,0,1,2014-09
ETH,2014,10,2,0,43,0,2,0,0,1,2014-10
ETH,2014,11,4,0,11,0,4,0,0,1,2014-11
ETH,2014,12,1,1,3,1,0,0,1,1,2014-12
ETH,2015,1,2,48,0,23,2,0,0,1,2015-01
ETH,2015,5,5,25,39,25,4,0,1,1,2015-05
ETH,2015,7,2,0,16,0,2,0,0,1,2015-07
ETH,2015,8,9,0,59,0,9,0,0,1,2015-08
ETH,2015,9,5,0,29,0,5,0,0,1,2015-09
ETH,2015,10,8,0,65,0,8,0,0,1,2015-10
ETH,2015,11,7,95,129,95,6,0,1,1,2015-11
ETH,2015,12,59,139,168,139,5,0,54,1,2015-12
ETH,2016,1,38,99,136,54,10,1,27,1,2016-01
ETH,2016,2,36,79,105,79,4,0,32,1,2016-02
ETH,2016,3,25,25,109,25,6,0,19,1,2016-03
ETH,2016,4,8,166,253,166,2,4,2,1,2016-04
ETH,2016,5,4,3,11,3,2,0,2,1,2016-05
ETH,2016,6,4,26,51,26,3,0,1,1,2016-06
ETH,2016,7,5,0,15,0,5,0,0,1,2016-07
ETH,2016,8,17,97,131,97,4,0,13,1,2016-08
ETH,2016,9,6,0,34,0,6,0,0,1,2016-09
ETH,2016,10,1,34,34,34,0,0,1,1,2016-10
ETH,2016,12,4,0,50,0,4,0,0,1,2016-12
ETH,2017,1,8,32,56,32,0,8,0,1,2017-01
ETH,2017,2,2,132,132,132,0,0,2,1,2017-02
ETH,2017,3,8,8,8,8,0,0,8,1,2017-03
ETH,2017,4,1,2,2,2,0,1,0,1,2017-04
ETH,2017,6,1,0,10,0,1,0,0,1,2017-06
ETH,2017,7,1,13,13,13,0,1,0,1,2017-07
ETH,2017,8,4,20,20,20,0,2,2,1,2017-08
ETH,2017,9,6,148,148,130,0,4,2,1,2017-09
ETH,2017,10,6,19,43,19,0,2,4,1,2017-10
ETH,2017,11,1,21,21,21,0,1,0,1,2017-11
ETH,2017,12,3,93,93,93,0,2,1,1,2017-12
ETH,2018,1,9,34,98,34,1,0,8,1,2018-01
ETH,2018,2,2,2,2,2,0,0,2,1,2018-02
ETH,2018,3,8,22,26,22,1,0,7,1,2018-03
ETH,2018,4,6,33,33,32,0,3,3,1,2018-04
ETH,2018,5,3,20,21,20,0,2,1,1,2018-05
ETH,2018,6,1,3,75,2,0,1,0,1,2018-06
ETH,2018,7,3,53,58,5,0,2,1,1,2018-07
ETH,2018,8,6,106,109,106,0,2,4,1,2018-08
ETH,2018,9,10,125,146,121,1,7,2,1,2018-09
ETH,2018,10,4,209,213,209,1,2,1,1,2018-10
ETH,2018,11,4,26,36,26,0,4,0,1,2018-11
ETH,2018,12,7,80,105,48,0,4,3,1,2018-12
ETH,2019,1,7,74,84,74,2,1,4,1,2019-01
ETH,2019,2,6,37,39,37,0,3,3,1,2019-02
ETH,2019,4,5,27,27,27,0,4,1,1,2019-04
ETH,2019,5,9,59,241,59,4,1,4,1,2019-05
ETH,2019,6,5,32,32,32,4,1,0,1,2019-06
ETH,2019,7,3,40,40,40,0,0,3,1,2019-07
ETH,2019,8,3,8,9,8,0,0,3,1,2019-08
ETH,2019,9,6,47,47,47,1,3,2,1,2019-09
ETH,2019,10,11,90,109,90,2,9,0,1,2019-10
ETH,2019,11,6,8,8,7,1,4,1,1,2019-11
ETH,2019,12,2,3,3,3,1,1,0,1,2019-12
ETH,2020,1,10,35,88,34,3,1,6,1,2020-01
ETH,2020,2,10,15,36,15,1,3,6,1,2020-02
ETH,2020,3,3,36,38,26,0,2,1,1,2020-03
ETH,2020,4,1,3,3,0,0,0,1,1,2020-04
ETH,2020,5,8,45,45,45,2,2,4,1,2020-05
ETH,2020,6,26,93,155,93,1,23,2,1,2020-06
ETH,2020,7,6,36,37,36,1,2,3,1,2020-07
ETH,2020,8,16,77,73,77,0,1,15,1,2020-08
ETH,2020,9,4,164,172,164,0,2,2,1,2020-09
ETH,2020,10,7,74,115,74,0,3,4,1,2020-10
ETH,2020,11,123,23045,24830,22747,52,0,71,1,2020-11
ETH,2020,12,49,806,1202,717,13,1,35,1,2020-12
ETH,2021,1,92,115738,82093,115660,21,1,70,1,2021-01
ETH,2021,2,64,3277,7887,2893,22,0,42,1,2021-02
ETH,2021,3,67,971,8816,843,32,0,35,1,2021-03
ETH,2021,4,90,2304,12479,1824,50,2,38,1,2021-04
ETH,2021,5,25,94,497,68,18,0,7,1,2021-05
ETH,2021,6,35,2736,2985,2725,30,0,5,1,2021-06
ETH,2021,7,52,965,10522,972,36,0,16,1,2021-07
ETH,2021,8,54,829,2173,774,39,0,15,1,2021-08
ETH,2021,9,30,231,626,224,20,0,10,1,2021-09
ETH,2021,10,76,1268,2025,1249,70,0,6,1,2021-10
ETH,2021,11,63,407,2906,389,45,1,17,1,2021-11
ETH,2021,12,82,696,1488,679,66,0,16,1,2021-12
ETH,2022,1,91,249,486,199,83,1,7,1,2022-01
ETH,2022,2,61,97,853,77,52,0,9,1,2022-02
ETH,2022,3,61,89,545,58,52,0,9,1,2022-03
ETH,2022,4,83,264,1355,211,59,0,24,1,2022-04
ETH,2022,5,42,91,806,84,29,0,13,1,2022-05
ETH,2022,6,64,243,1728,222,44,1,19,1,2022-06
ETH,2022,7,42,66,1736,56,28,0,14,1,2022-07
ETH,2022,8,65,159566,159044,159686,58,0,7,1,2022-08
ETH,2022,9,130,2366,2727,2286,115,0,15,1,2022-09
ETH,2022,10,118,1094,2329,1002,96,0,22,1,2022-10
ETH,2022,11,105,874,1381,816,73,0,32,1,2022-11
ETH,2022,12,17,26,202,22,10,2,5,1,2022-12
ETH,2023,1,23,113,129,79,10,0,13,1,2023-01
ETH,2023,2,22,74,613,73,1,0,21,1,2023-02
ETH,2023,3,15,28,113,28,3,0,12,1,2023-03
ETH,2023,4,17,9,30,9,0,1,16,1,2023-04
ETH,2023,5,62,127,1383,117,35,5,22,1,2023-05
ETH,2023,6,53,97,608,89,23,3,27,1,2023-06
ETH,2023,7,67,221,634,217,27,13,27,1,2023-07
ETH,2023,8,88,472,1492,470,48,0,40,1,2023-08
ETH,2023,9,60,285,473,285,40,2,18,1,2023-09
ETH,2023,10,50,196,500,196,38,0,12,1,2023-10
ETH,2023,11,84,480,1159,480,74,1,9,1,2023-11
ETH,2023,12,38,244,724,238,33,0,5,1,2023-12
ETH,2024,1,40,260,467,254,32,2,6,1,2024-01
ETH,2024,2,30,1207,4129,1203,22,0,8,1,2024-02
ETH,2024,3,34,259,266,259,26,2,6,1,2024-03
ETH,2024,4,37,260,288,259,24,1,12,1,2024-04
ETH,2024,5,35,104,411,99,28,1,6,1,2024-05
ETH,2024,6,113,307,1085,237,56,0,57,1,2024-06
ETH,2024,7,84,229,747,136,36,4,44,1,2024-07
ETH,2024,8,28,224,252,208,12,1,15,1,2024-08
ETH,2024,9,123,293,871,232,62,3,58,1,2024-09
ETH,2024,10,116,469,824,384,61,2,53,1,2024-10
ETH,2024,11,101,286,994,200,50,0,51,1,2024-11
ETH,2024,12,125,174,1508,97,72,1,52,1,2024-12
FRA,1992,6,1,0,1,0,1,0,0,1,1992-06
FRA,1995,7,1,8,8,8,0,0,1,1,1995-07
FRA,1996,10,1,0,2,0,1,0,0,1,1996-10
FRA,2007,12,1,2,2,2,1,0,0,1,2007-12
FRA,2012,3,1,4,4,4,0,0,1,1,2012-03
FRA,2015,11,2,133,133,133,1,0,1,1,2015-11
FRA,2016,7,2,87,87,87,0,0,2,1,2016-07
FRA,2017,4,1,2,2,2,1,0,0,1,2017-04
FRA,2018,3,3,5,5,5,1,0,2,1,2018-03
FRA,2018,5,2,2,2,1,1,0,1,1,2018-05
FRA,2018,8,1,0,1,0,1,0,0,1,2018-08
FRA,2018,12,2,6,6,6,1,0,1,1,2018-12
FRA,2023,1,2,2,2,2,0,2,0,1,2023-01
FRA,2023,2,4,4,4,4,0,4,0,1,2023-02
FRA,2023,3,3,3,3,3,0,3,0,1,2023-03
FRA,2023,4,4,6,6,6,0,4,0,1,2023-04
FRA,2023,5,4,6,6,6,0,4,0,1,2023-05
FRA,2023,6,2,2,2,2,0,2,0,1,2023-06
FRA,2023,7,3,3,3,3,0,3,0,1,2023-07
FRA,2023,8,11,11,11,11,0,11,0,1,2023-08
FRA,2023,9,3,4,4,4,0,3,0,1,2023-09
FRA,2023,10,1,1,1,1,0,1,0,1,2023-10
FRA,2023,11,2,3,3,3,0,2,0,1,2023-11
FRA,2023,12,3,3,3,3,0,2,1,1,2023-12
FRA,2024,1,1,1,1,1,0,1,0,1,2024-01
FRA,2024,4,1,1,1,1,0,1,0,1,2024-04
FRA,2024,6,1,1,1,1,0,1,0,1,2024-06
GBR,1989,1,3,3,3,3,2,0,1,1,1989-01
GBR,1989,2,5,5,5,5,3,0,2,1,1989-02
GBR,1989,3,3,5,5,5,3,0,0,1,1989-03
GBR,1989,5,1,1,1,1,1,0,0,1,1989-05
GBR,1989,6,3,2,3,2,2,0,1,1,1989-06
GBR,1989,7,2,2,2,2,2,0,0,1,1989-07
GBR,1989,8,1,1,1,1,0,0,1,1,1989-08
GBR,1989,9,3,13,13,13,2,0,1,1,1989-09
GBR,1989,10,2,2,2,2,2,0,0,1,1989-10
GBR,1989,11,3,5,5,5,3,0,0,1,1989-11
GBR,1989,12,1,2,2,2,1,0,0,1,1989-12
GBR,1990,1,3,3,3,3,3,0,0,1,1990-01
GBR,1990,3,4,5,5,5,3,0,1,1,1990-03
GBR,1990,4,2,5,5,5,2,0,0,1,1990-04
GBR,1990,5,2,2,2,2,2,0,0,1,1990-05
GBR,1990,6,2,3,3,3,2,0,0,1,1990-06
GBR,1990,7,4,7,7,7,2,0,2,1,1990-07
GBR,1990,9,4,4,4,4,2,0,2,1,1990-09
GBR,1990,10,5,11,11,11,4,0,1,1,1990-10
GBR,1990,11,3,6,6,6,3,0,0,1,1990-11
GBR,1990,12,3,1,3,1,3,0,0,1,1990-12
GBR,1991,1,2,1,2,1,1,0,1,1,1991-01
GBR,1991,3,1,2,2,2,1,0,0,1,1991-03
GBR,1991,4,4,4,4,4,3,0,1,1,1991-04
GBR,1991,5,5,7,7,7,5,0,0,1,1991-05
GBR,1991,6,3,5,5,5,3,0,0,1,1991-06
GBR,1991,8,3,3,3,3,2,0,1,1,1991-08
GBR,1991,9,2,2,2,2,1,0,1,1,1991-09
GBR,1991,10,5,5,5,5,0,0,5,1,1991-10
GBR,1991,11,5,7,7,7,4,0,1,1,1991-11
GBR,1991,12,2,2,2,2,0,0,2,1,1991-12
GBR,1992,1,3,3,3,3,0,0,3,1,1992-01
GBR,1992,2,4,11,11,11,2,0,2,1,1992-02
GBR,1992,3,2,2,2,2,1,0,1,1,1992-03
GBR,1992,4,3,3,3,3,0,0,3,1,1992-04
GBR,1992,5,1,1,1,1,1,0,0,1,1992-05
GBR,1992,6,1,1,1,1,1,0,0,1,1992-06
GBR,1992,7,1,1,1,1,0,0,1,1,1992-07
GBR,1992,8,3,3,3,3,3,0,0,1,1992-08
GBR,1992,9,2,2,2,2,0,0,2,1,1992-09
GBR,1992,10,2,2,2,2,2,0,0,1,1992-10
GBR,1992,11,6,8,8,8,3,0,3,1,1992-11
GBR,1992,12,2,2,2,2,1,0,1,1,1992-12
GBR,1993,1,2,2,2,2,1,0,1,1,1993-01
GBR,1993,2,4,4,4,4,4,0,0,1,1993-02
GBR,1993,3,6,9,9,9,2,0,4,1,1993-03
GBR,1993,4,1,1,1,1,0,0,1,1,1993-04
GBR,1993,5,2,2,2,2,1,0,1,1,1993-05
GBR,1993,6,2,2,2,2,1,0,1,1,1993-06
GBR,1993,7,1,1,1,1,1,0,0,1,1993-07
GBR,1993,8,2,2,2,2,0,0,2,1,1993-08
GBR,1993,9,2,2,2,2,0,0,2,1,1993-09
GBR,1993,10,5,13,13,13,1,0,4,1,1993-10
GBR,1993,11,1,1,1,1,0,0,1,1,1993-11
GBR,1993,12,6,8,8,8,3,0,3,1,1993-12
GBR,1994,1,1,1,1,1,0,0,1,1,1994-01
GBR,1994,2,1,1,1,1,1,0,0,1,1994-02
GBR,1994,3,1,1,1,1,1,0,0,1,1994-03
GBR,1994,4,4,4,4,4,1,0,3,1,1994-04
GBR,1994,5,3,3,3,3,2,0,1,1,1994-05
GBR,1994,7,1,1,1,1,0,0,1,1,1994-07
GBR,1994,8,4,4,4,4,1,0,3,1,1994-08
GBR,1994,9,1,1,1,1,0,0,1,1,1994-09
GBR,1996,9,1,1,1,1,1,0,0,1,1996-09
GBR,1996,10,1,1,1,1,1,0,0,1,1996-10
GBR,1997,2,1,1,1,1,1,0,0,1,1997-02
GBR,1997,3,1,1,1,1,0,0,1,1,1997-03
GBR,1997,6,1,2,2,2,1,0,0,1,1997-06
GBR,1997,12,1,1,1,1,0,0,1,1,1997-12
GBR,1998,1,2,2,2,2,0,0,2,1,1998-01
GBR,1998,8,1,29,29,29,1,0,0,1,1998-08
GBR,2000,10,1,1,1,1,0,0,1,1,2000-10
GBR,2001,4,1,1,1,1,0,0,1,1,2001-04
GBR,2002,7,1,1,1,1,0,0,1,1,2002-07
GBR,2002,10,1,1,1,1,0,0,1,1,2002-10
GBR,2002,11,1,0,1,0,0,0,1,1,2002-11
GBR,2002,12,1,1,1,1,0,0,1,1,2002-12
GBR,2003,1,1,0,1,0,0,0,1,1,2003-01
GBR,2003,11,1,1,1,1,0,0,1,1,2003-11
GBR,2004,9,1,1,1,1,0,0,1,1,2004-09
GBR,2005,7,1,52,52,52,0,0,1,1,2005-07
GBR,2005,10,1,1,1,1,0,0,1,1,2005-10
GBR,2006,2,1,0,1,0,0,0,1,1,2006-02
GBR,2009,3,1,2,2,2,1,0,0,1,2009-03
GBR,2009,5,1,0,1,0,0,0,1,1,2009-05
GBR,2011,4,1,1,1,1,1,0,0,1,2011-04
GBR,2019,4,1,1,1,1,1,0,0,1,2019-04
GBR,2019,11,2,3,3,3,1,0,1,1,2019-11
GEO,1991,12,6,52,170,52,6,0,0,1,1991-12
GEO,1992,1,6,26,31,26,6,0,0,1,1992-01
GEO,1992,3,3,19,19,19,3,0,0,1,1992-03
GEO,1992,4,1,4,4,4,1,0,0,1,1992-04
GEO,1992,5,3,18,18,18,3,0,0,1,1992-05
GEO,1992,6,13,97,100,97,13,0,0,1,1992-06
GEO,1992,7,11,34,34,34,11,0,0,1,1992-07
GEO,1992,8,19,236,579,236,19,0,0,1,1992-08
GEO,1992,9,18,177,180,177,18,0,0,1,1992-09
GEO,1992,10,7,68,83,68,7,0,0,1,1992-10
GEO,1992,11,5,39,157,39,5,0,0,1,1992-11
GEO,1992,12,10,57,207,57,10,0,0,1,1992-12
GEO,1993,1,9,39,39,39,9,0,0,1,1993-01
GEO,1993,2,1,5,5,5,1,0,0,1,1993-02
GEO,1993,3,9,166,246,166,9,0,0,1,1993-03
GEO,1993,4,10,33,60,33,10,0,0,1,1993-04
GEO,1993,5,10,50,57,50,10,0,0,1,1993-05
GEO,1993,6,11,43,58,43,11,0,0,1,1993-06
GEO,1993,7,22,888,1635,888,22,0,0,1,1993-07
GEO,1993,8,3,2,22,2,2,0,1,1,1993-08
GEO,1993,9,13,436,535,436,10,0,3,1,1993-09
GEO,1993,10,18,122,125,122,17,0,1,1,1993-10
GEO,1993,11,7,53,53,53,7,0,0,1,1993-11
GEO,1995,3,1,10,16,10,0,0,1,1,1995-03
GEO,1995,5,1,2,2,2,0,0,1,1,1995-05
GEO,1995,6,1,40,40,40,0,0,1,1,1995-06
GEO,1997,7,1,19,19,19,0,1,0,1,1997-07
GEO,1997,11,1,0,10,0,0,1,0,1,1997-11
GEO,1997,12,3,7,7,7,0,3,0,1,1997-12
GEO,1998,5,3,38,38,38,0,3,0,1,1998-05
GEO,2002,8,2,0,17,0,2,0,0,1,2002-08
GEO,2004,7,1,0,6,0,1,0,0,1,2004-07
GEO,2004,8,11,27,65,27,11,0,0,1,2004-08
GEO,2004,10,1,0,2,0,1,0,0,1,2004-10
GEO,2008,2,1,0,3,0,1,0,0,1,2008-02
GEO,2008,3,1,0,1,0,1,0,0,1,2008-03
GEO,2008,7,2,2,4,2,2,0,0,1,2008-07
GEO,2008,8,5,616,837,616,5,0,0,1,2008-08
GEO,2008,9,1,1,1,1,1,0,0,1,2008-09
GEO,2008,10,1,0,11,0,1,0,0,1,2008-10
GEO,2008,11,1,2,2,2,1,0,0,1,2008-11
GEO,2010,1,1,3,3,3,1,0,0,1,2010-01
GEO,2010,6,3,0,4,0,3,0,0,1,2010-06
GEO,2011,4,1,0,3,0,1,0,0,1,2011-04
GEO,2023,11,1,1,1,1,0,0,1,1,2023-11
GHA,1991,4,1,22,44,22,0,1,0,1,1991-04
GHA,1991,6,1,8,8,8,0,1,0,1,1991-06
GHA,1992,5,2,63,80,63,0,2,0,1,1992-05
GHA,1993,1,1,2,2,2,0,1,0,1,1993-01
GHA,1994,2,6,2004,10004,1004,0,6,0,1,1994-02
GHA,1994,3,2,0,13,0,0,2,0,1,1994-03
GHA,1994,8,1,0,7,0,0,1,0,1,1994-08
GHA,1995,1,1,0,15,0,0,1,0,1,1995-01
GHA,1995,3,6,150,151,150,0,6,0,1,1995-03
GHA,1995,4,1,5,6,5,0,1,0,1,1995-04
GHA,2000,12,1,30,68,7,0,1,0,1,2000-12
GHA,2001,12,1,50,50,50,0,1,0,1,2001-12
GHA,2002,3,1,36,40,25,0,1,0,1,2002-03
GHA,2008,1,4,15,15,15,0,4,0,1,2008-01
GHA,2008,3,1,2,2,2,0,1,0,1,2008-03
GHA,2008,5,2,5,7,4,0,2,0,1,2008-05
GHA,2008,6,3,33,33,33,0,3,0,1,2008-06
GHA,2009,9,1,5,10,5,0,1,0,1,2009-09
GHA,2009,11,1,3,3,3,0,1,0,1,2009-11
GHA,2010,4,1,1,1,0,0,1,0,1,2010-04
GHA,2022,1,1,4,4,4,0,1,0,1,2022-01
GHA,2022,8,1,0,3,0,0,1,0,1,2022-08
GHA,2022,12,3,12,12,12,0,3,0,1,2022-12
GHA,2023,1,2,2,2,2,0,2,0,1,2023-01
GHA,2023,2,3,10,10,4,0,3,0,1,2023-02
GHA,2023,6,1,1,1,1,0,1,0,1,2023-06
GHA,2023,7,1,1,1,1,0,1,0,1,2023-07
GHA,2023,9,1,0,9,0,0,1,0,1,2023-09
GHA,2023,11,1,1,1,1,0,1,0,1,2023-11
GHA,2024,1,3,7,13,7,0,3,0,1,2024-01
GIN,1994,5,1,0,30,0,0,0,1,1,1994-05
GIN,1996,3,1,27,27,27,0,0,1,1,1996-03
GIN,1998,5,2,2,2,2,0,0,2,1,1998-05
GIN,1998,9,1,10,10,10,0,0,1,1,1998-09
GIN,1999,5,2,13,13,13,0,0,2,1,1999-05
GIN,2000,1,1,31,34,31,0,1,0,1,2000-01
GIN,2000,9,8,50,197,15,8,0,0,1,2000-09
GIN,2000,10,3,6,8,6,3,0,0,1,2000-10
GIN,2000,11,4,4,20,4,4,0,0,1,2000-11
GIN,2000,12,10,165,305,165,5,0,5,1,2000-12
GIN,2001,1,1,85,85,85,1,0,0,1,2001-01
GIN,2001,2,2,345,484,345,2,0,0,1,2001-02
GIN,2001,3,1,0,161,0,1,0,0,1,2001-03
GIN,2005,11,1,3,3,0,0,0,1,1,2005-11
GIN,2006,2,2,1,7,1,0,0,2,1,2006-02
GIN,2006,6,4,14,32,14,0,0,4,1,2006-06
GIN,2007,1,10,24,34,24,0,0,10,1,2007-01
GIN,2007,2,11,21,22,18,0,0,11,1,2007-02
GIN,2009,9,3,160,160,159,0,0,3,1,2009-09
GIN,2010,11,1,1,1,1,0,0,1,1,2010-11
GIN,2011,5,1,25,36,25,0,1,0,1,2011-05
GIN,2012,1,1,1,1,1,0,0,1,1,2012-01
GIN,2012,8,2,7,7,7,0,0,2,1,2012-08
GIN,2012,11,1,1,1,1,0,0,1,1,2012-11
GIN,2013,7,3,98,98,98,0,3,0,1,2013-07
GIN,2015,10,1,3,3,3,0,0,1,1,2015-10
GIN,2019,5,1,1,1,1,0,0,1,1,2019-05
GIN,2020,3,1,30,30,30,0,1,0,1,2020-03
GIN,2020,6,1,2,2,2,0,1,0,1,2020-06
GIN,2020,12,1,17,17,17,0,1,0,1,2020-12
GIN,2021,4,1,1,1,1,0,1,0,1,2021-04
GMB,1996,9,1,0,3,0,0,0,1,1,1996-09
GMB,2004,12,1,1,1,1,0,0,1,1,2004-12
GMB,2005,7,1,8,8,8,0,0,1,1,2005-07
GMB,2005,12,1,0,1,0,0,0,1,1,2005-12
GMB,2012,8,1,1,9,1,0,0,1,1,2012-08
GMB,2024,1,1,1,1,1,0,0,1,1,2024-01
GNB,1992,12,1,2,2,2,1,0,0,1,1992-12
GNB,1998,6,9,288,438,286,9,0,0,1,1998-06
GNB,1998,7,3,111,111,109,3,0,0,1,1998-07
GNB,1998,10,4,106,153,106,4,0,0,1,1998-10
GNB,1999,1,1,80,80,35,1,0,0,1,1999-01
GNB,1999,2,1,45,45,45,1,0,0,1,1999-02
GNB,1999,5,1,74,100,74,1,0,0,1,1999-05
GNB,2000,4,2,0,5,0,2,0,0,1,2000-04
GTM,1989,1,18,409,548,46,14,0,4,1,1989-01
GTM,1989,2,6,13,13,13,1,0,5,1,1989-02
GTM,1989,3,4,6,84,6,3,0,1,1,1989-03
GTM,1989,4,11,12,12,12,7,0,4,1,1989-04
GTM,1989,5,4,5,5,5,2,0,2,1,1989-05
GTM,1989,6,4,8,8,8,2,0,2,1,1989-06
GTM,1989,7,6,8,8,8,4,0,2,1,1989-07
GTM,1989,8,5,9,9,9,4,0,1,1,1989-08
GTM,1989,9,6,7,7,7,4,0,2,1,1989-09
GTM,1989,10,4,4,4,4,2,0,2,1,1989-10
GTM,1989,11,4,3,4,3,3,0,1,1,1989-11
GTM,1989,12,6,7,7,7,3,0,3,1,1989-12
GTM,1990,1,23,545,571,23,15,0,8,1,1990-01
GTM,1990,2,7,8,8,8,4,0,3,1,1990-02
GTM,1990,3,9,15,15,15,5,0,4,1,1990-03
GTM,1990,4,7,7,7,7,6,0,1,1,1990-04
GTM,1990,5,11,29,32,29,6,0,5,1,1990-05
GTM,1990,6,10,13,13,13,4,0,6,1,1990-06
GTM,1990,7,7,9,9,9,4,0,3,1,1990-07
GTM,1990,8,7,8,8,8,5,0,2,1,1990-08
GTM,1990,9,4,5,5,5,2,0,2,1,1990-09
GTM,1990,10,11,12,12,11,2,0,9,1,1990-10
GTM,1990,11,7,8,8,8,3,0,4,1,1990-11
GTM,1990,12,7,22,24,22,1,0,6,1,1990-12
GTM,1991,1,24,335,344,27,17,0,7,1,1991-01
GTM,1991,2,5,16,16,16,3,0,2,1,1991-02
GTM,1991,3,3,3,3,3,2,0,1,1,1991-03
GTM,1991,4,11,10,11,10,4,0,7,1,1991-04
GTM,1991,5,7,10,10,10,3,0,4,1,1991-05
GTM,1991,6,5,8,8,8,3,0,2,1,1991-06
GTM,1991,7,2,3,3,3,2,0,0,1,1991-07
GTM,1991,8,6,19,22,19,5,0,1,1,1991-08
GTM,1991,9,4,4,4,4,4,0,0,1,1991-09
GTM,1991,10,3,5,5,5,2,0,1,1,1991-10
GTM,1991,11,2,2,2,2,0,0,2,1,1991-11
GTM,1991,12,2,11,11,11,1,0,1,1,1991-12
GTM,1992,1,20,302,302,29,14,0,6,1,1992-01
GTM,1992,2,7,24,24,24,4,0,3,1,1992-02
GTM,1992,3,3,4,4,4,3,0,0,1,1992-03
GTM,1992,4,4,5,5,5,2,0,2,1,1992-04
GTM,1992,5,5,22,22,22,4,0,1,1,1992-05
GTM,1992,6,1,3,3,3,1,0,0,1,1992-06
GTM,1992,7,3,7,7,7,1,0,2,1,1992-07
GTM,1992,8,4,4,4,4,3,0,1,1,1992-08
GTM,1992,9,7,10,10,10,6,0,1,1,1992-09
GTM,1992,10,2,2,2,2,1,0,1,1,1992-10
GTM,1992,11,3,4,4,4,1,0,2,1,1992-11
GTM,1992,12,5,6,34,6,3,0,2,1,1992-12
GTM,1993,1,12,143,274,11,9,0,3,1,1993-01
GTM,1993,2,5,7,7,7,5,0,0,1,1993-02
GTM,1993,3,3,3,3,3,3,0,0,1,1993-03
GTM,1993,4,4,8,8,8,2,0,2,1,1993-04
GTM,1993,5,3,17,17,17,2,0,1,1,1993-05
GTM,1993,6,5,6,6,6,3,0,2,1,1993-06
GTM,1993,7,2,2,6,2,1,0,1,1,1993-07
GTM,1993,8,4,6,8,6,2,0,2,1,1993-08
GTM,1993,9,4,5,5,5,2,0,2,1,1993-09
GTM,1993,10,4,15,34,15,4,0,0,1,1993-10
GTM,1993,11,2,1,6,1,2,0,0,1,1993-11
GTM,1993,12,3,5,5,5,1,0,2,1,1993-12
GTM,1994,1,5,233,232,7,3,0,2,1,1994-01
GTM,1994,3,2,6,6,6,2,0,0,1,1994-03
GTM,1994,4,4,6,7,6,1,0,3,1,1994-04
GTM,1994,5,2,2,2,2,1,0,1,1,1994-05
GTM,1994,6,3,3,3,3,0,0,3,1,1994-06
GTM,1994,7,1,2,2,2,0,0,1,1,1994-07
GTM,1994,8,3,5,5,5,1,0,2,1,1994-08
GTM,1994,9,10,17,18,17,6,0,4,1,1994-09
GTM,1994,10,5,10,11,10,2,0,3,1,1994-10
GTM,1994,11,3,3,3,3,2,0,1,1,1994-11
GTM,1995,1,8,81,81,7,5,0,3,1,1995-01
GTM,1995,2,1,1,1,1,1,0,0,1,1995-02
GTM,1995,3,2,4,4,4,1,0,1,1,1995-03
GTM,1995,4,1,1,1,1,1,0,0,1,1995-04
GTM,1995,6,5,5,5,5,1,0,4,1,1995-06
GTM,1995,7,2,2,2,2,1,0,1,1,1995-07
GTM,1995,8,3,9,9,3,3,0,0,1,1995-08
GTM,1995,10,4,18,18,18,3,0,1,1,1995-10
GTM,1995,12,1,1,1,1,1,0,0,1,1995-12
GTM,1996,1,6,14,15,14,3,0,3,1,1996-01
GTM,1996,3,1,1,1,1,0,0,1,1,1996-03
GTM,1996,9,2,3,3,3,0,0,2,1,1996-09
GTM,1996,10,1,1,1,1,1,0,0,1,1996-10
GTM,1996,11,1,1,1,1,1,0,0,1,1996-11
GTM,1997,3,1,2,2,2,0,0,1,1,1997-03
GTM,1998,4,1,1,1,1,0,0,1,1,1998-04
GTM,2000,7,1,0,2,0,0,0,1,1,2000-07
GTM,2001,4,1,5,5,5,0,1,0,1,2001-04
GTM,2002,2,1,2,2,2,0,0,1,1,2002-02
GTM,2002,3,1,0,1,0,0,0,1,1,2002-03
GTM,2004,8,1,1,20,1,0,0,1,1,2004-08
GTM,2004,11,1,0,15,0,0,0,1,1,2004-11
GTM,2005,1,1,6,6,6,0,1,0,1,2005-01
GTM,2005,3,1,2,2,2,0,0,1,1,2005-03
GTM,2005,8,2,36,36,36,0,2,0,1,2005-08
GTM,2005,9,1,14,14,14,0,1,0,1,2005-09
GTM,2007,1,1,1,1,1,0,0,1,1,2007-01
GTM,2007,9,1,5,5,5,0,0,1,1,2007-09
GTM,2008,1,1,7,7,7,0,1,0,1,2008-01
GTM,2008,3,1,11,11,11,0,1,0,1,2008-03
GTM,2008,6,1,2,2,2,0,1,0,1,2008-06
GTM,2008,11,2,21,22,21,0,2,0,1,2008-11
GTM,2009,5,1,1,1,1,0,1,0,1,2009-05
GTM,2011,1,3,9,11,9,0,0,3,1,2011-01
GTM,2011,5,1,27,27,27,0,0,1,1,2011-05
GTM,2015,3,1,4,4,4,0,1,0,1,2015-03
GTM,2015,9,1,1,1,1,0,1,0,1,2015-09
GTM,2015,11,2,19,19,2,0,2,0,1,2015-11
