"iso3","year","value","indicator_code","indicator_name"
"TKL",1987,0,"WHS3_62","Measles - number of reported cases"
"HRV",2018,23,"WHS3_62","Measles - number of reported cases"
"DJI",1982,31,"WHS3_62","Measles - number of reported cases"
"ZMB",2004,35,"WHS3_62","Measles - number of reported cases"
"AZE",1990,2026,"WHS3_62","Measles - number of reported cases"
"CIV",2013,48,"WHS3_62","Measles - number of reported cases"
"ATG",2024,0,"WHS3_62","Measles - number of reported cases"
"IRQ",1992,20106,"WHS3_62","Measles - number of reported cases"
"KAZ",2006,109,"WHS3_62","Measles - number of reported cases"
"BRB",1982,6,"WHS3_62","Measles - number of reported cases"
"NIU",1977,1,"WHS3_62","Measles - number of reported cases"
"BLZ",2018,0,"WHS3_62","Measles - number of reported cases"
"MDV",2024,2,"WHS3_62","Measles - number of reported cases"
"VNM",2017,227,"WHS3_62","Measles - number of reported cases"
"JOR",2017,0,"WHS3_62","Measles - number of reported cases"
"THA",1993,17851,"WHS3_62","Measles - number of reported cases"
"ARM",2000,15,"WHS3_62","Measles - number of reported cases"
"DOM",1983,2960,"WHS3_62","Measles - number of reported cases"
"BLZ",1979,255,"WHS3_62","Measles - number of reported cases"
"UGA",1988,1666,"WHS3_62","Measles - number of reported cases"
"MUS",2017,0,"WHS3_62","Measles - number of reported cases"
"NOR",2022,1,"WHS3_62","Measles - number of reported cases"
"GRD",2014,0,"WHS3_62","Measles - number of reported cases"
"UKR",2010,39,"WHS3_62","Measles - number of reported cases"
"CHL",1999,31,"WHS3_62","Measles - number of reported cases"
"SGP",2012,42,"WHS3_62","Measles - number of reported cases"
"NPL",2010,190,"WHS3_62","Measles - number of reported cases"
"JOR",1983,183,"WHS3_62","Measles - number of reported cases"
"FRA",2022,15,"WHS3_62","Measles - number of reported cases"
"KHM",1993,1262,"WHS3_62","Measles - number of reported cases"
"DOM",2019,0,"WHS3_62","Measles - number of reported cases"
"LCA",2006,0,"WHS3_62","Measles - number of reported cases"
"SLE",1977,534,"WHS3_62","Measles - number of reported cases"
"PAN",2013,0,"WHS3_62","Measles - number of reported cases"
"TLS",2002,0,"WHS3_62","Measles - number of reported cases"
"VUT",1993,67,"WHS3_62","Measles - number of reported cases"
"EMR",1981,453409,"WHS3_62","Measles - number of reported cases"
"ZMB",2023,5653,"WHS3_62","Measles - number of reported cases"
"GMB",1974,958,"WHS3_62","Measles - number of reported cases"
"BWA",1990,1218,"WHS3_62","Measles - number of reported cases"
"ALB",2017,12,"WHS3_62","Measles - number of reported cases"
"MYS",1985,5163,"WHS3_62","Measles - number of reported cases"
"UZB",2008,2,"WHS3_62","Measles - number of reported cases"
"PAK",2024,24709,"WHS3_62","Measles - number of reported cases"
"PRK",2018,0,"WHS3_62","Measles - number of reported cases"
"CAN",2007,101,"WHS3_62","Measles - number of reported cases"
"TKL",1998,0,"WHS3_62","Measles - number of reported cases"
"SYR",2005,375,"WHS3_62","Measles - number of reported cases"
"HND",1982,2446,"WHS3_62","Measles - number of reported cases"
"SGP",2008,18,"WHS3_62","Measles - number of reported cases"
"NRU",2016,0,"WHS3_62","Measles - number of reported cases"
"NPL",1985,952,"WHS3_62","Measles - number of reported cases"
"LBR",1983,4835,"WHS3_62","Measles - number of reported cases"
"MLT",2015,2,"WHS3_62","Measles - number of reported cases"
"RWA",2024,53,"WHS3_62","Measles - number of reported cases"
"WPR",2009,66609,"WHS3_62","Measles - number of reported cases"
"FRA",1991,156849,"WHS3_62","Measles - number of reported cases"
"BGD",1988,11471,"WHS3_62","Measles - number of reported cases"
"HKG",2008,69,"WHS3_62","Measles - number of reported cases"
"SVN",2009,0,"WHS3_62","Measles - number of reported cases"
"KWT",1977,2162,"WHS3_62","Measles - number of reported cases"
"PAK",1988,55543,"WHS3_62","Measles - number of reported cases"
"NCL",1984,79,"WHS3_62","Measles - number of reported cases"
"ECU",2006,0,"WHS3_62","Measles - number of reported cases"
"NIC",2008,0,"WHS3_62","Measles - number of reported cases"
"BWA",1997,5032,"WHS3_62","Measles - number of reported cases"
"GUY",2013,0,"WHS3_62","Measles - number of reported cases"
"ZWE",1981,4995,"WHS3_62","Measles - number of reported cases"
"ROU",1980,10476,"WHS3_62","Measles - number of reported cases"
"NIU",1996,0,"WHS3_62","Measles - number of reported cases"
"MOZ",1984,12508,"WHS3_62","Measles - number of reported cases"
"LCA",1979,9,"WHS3_62","Measles - number of reported cases"
"HTI",2019,0,"WHS3_62","Measles - number of reported cases"
"TUV",1999,0,"WHS3_62","Measles - number of reported cases"
"CYP",1988,0,"WHS3_62","Measles - number of reported cases"
"COK",2002,0,"WHS3_62","Measles - number of reported cases"
"EST",2013,2,"WHS3_62","Measles - number of reported cases"
"AIA",1999,0,"WHS3_62","Measles - number of reported cases"
"MWI",1979,195644,"WHS3_62","Measles - number of reported cases"
"TCD",2002,7277,"WHS3_62","Measles - number of reported cases"
"JAM",1987,37,"WHS3_62","Measles - number of reported cases"
"MDA",2015,0,"WHS3_62","Measles - number of reported cases"
"DMA",1989,9,"WHS3_62","Measles - number of reported cases"
"MHL",2006,0,"WHS3_62","Measles - number of reported cases"
"LCA",1981,134,"WHS3_62","Measles - number of reported cases"
"TUR",1978,12517,"WHS3_62","Measles - number of reported cases"
"HND",1984,5028,"WHS3_62","Measles - number of reported cases"
"LUX",2012,2,"WHS3_62","Measles - number of reported cases"
"MDG",2011,0,"WHS3_62","Measles - number of reported cases"
"GTM",2001,0,"WHS3_62","Measles - number of reported cases"
"CHN",1994,76204,"WHS3_62","Measles - number of reported cases"
"AND",2012,0,"WHS3_62","Measles - number of reported cases"
"BFA",2010,2511,"WHS3_62","Measles - number of reported cases"
"AIA",1988,2,"WHS3_62","Measles - number of reported cases"
"ZMB",1984,36881,"WHS3_62","Measles - number of reported cases"
"PRK",1995,0,"WHS3_62","Measles - number of reported cases"
"NZL",1991,9239,"WHS3_62","Measles - number of reported cases"
"EGY",2001,2150,"WHS3_62","Measles - number of reported cases"
"KOR",1994,7883,"WHS3_62","Measles - number of reported cases"
"HRV",1990,119,"WHS3_62","Measles - number of reported cases"
"GBR",2011,1112,"WHS3_62","Measles - number of reported cases"
"HUN",1982,2521,"WHS3_62","Measles - number of reported cases"
"AGO",2015,119,"WHS3_62","Measles - number of reported cases"
"LBN",1992,13,"WHS3_62","Measles - number of reported cases"
"MOZ",2014,9,"WHS3_62","Measles - number of reported cases"
"SLV",2014,0,"WHS3_62","Measles - number of reported cases"
"BRA",1978,51345,"WHS3_62","Measles - number of reported cases"
"ISL",2004,0,"WHS3_62","Measles - number of reported cases"
"PRY",2003,0,"WHS3_62","Measles - number of reported cases"
"ETH",2016,4579,"WHS3_62","Measles - number of reported cases"
"ALB",1999,797,"WHS3_62","Measles - number of reported cases"
"PLW",2007,0,"WHS3_62","Measles - number of reported cases"
"KWT",2012,27,"WHS3_62","Measles - number of reported cases"
"BTN",2015,11,"WHS3_62","Measles - number of reported cases"
"AMR",2020,9996,"WHS3_62","Measles - number of reported cases"
"TON",1996,0,"WHS3_62","Measles - number of reported cases"
"BRN",2003,24,"WHS3_62","Measles - number of reported cases"
"PYF",1975,17,"WHS3_62","Measles - number of reported cases"
"VNM",2006,1978,"WHS3_62","Measles - number of reported cases"
"STP",2008,0,"WHS3_62","Measles - number of reported cases"
"WLF",1982,87,"WHS3_62","Measles - number of reported cases"
"PRK",2011,0,"WHS3_62","Measles - number of reported cases"
"IDN",1993,63751,"WHS3_62","Measles - number of reported cases"
"CHN",2020,867,"WHS3_62","Measles - number of reported cases"
"VGB",1994,0,"WHS3_62","Measles - number of reported cases"
"CUB",1977,25358,"WHS3_62","Measles - number of reported cases"
"SLV",2018,0,"WHS3_62","Measles - number of reported cases"
"GRD",2006,0,"WHS3_62","Measles - number of reported cases"
"CHN",2024,1272,"WHS3_62","Measles - number of reported cases"
"EMR",2018,64764,"WHS3_62","Measles - number of reported cases"
"KWT",2005,10,"WHS3_62","Measles - number of reported cases"
"LAO",1993,1083,"WHS3_62","Measles - number of reported cases"
"SDN",1981,64804,"WHS3_62","Measles - number of reported cases"
"ETH",1980,10690,"WHS3_62","Measles - number of reported cases"
"GNQ",2023,270,"WHS3_62","Measles - number of reported cases"
"BHS",2011,0,"WHS3_62","Measles - number of reported cases"
"KOR",1981,2307,"WHS3_62","Measles - number of reported cases"
"NIC",2006,0,"WHS3_62","Measles - number of reported cases"
"RWA",1983,20001,"WHS3_62","Measles - number of reported cases"
"ZWE",1976,6112,"WHS3_62","Measles - number of reported cases"
"VNM",1988,23308,"WHS3_62","Measles - number of reported cases"
"VNM",2002,6755,"WHS3_62","Measles - number of reported cases"
"GAB",2018,1,"WHS3_62","Measles - number of reported cases"
"HND",2014,0,"WHS3_62","Measles - number of reported cases"
"TUN",1987,573,"WHS3_62","Measles - number of reported cases"
"RWA",1975,44721,"WHS3_62","Measles - number of reported cases"
"IND",2003,47147,"WHS3_62","Measles - number of reported cases"
"ECU",1980,2722,"WHS3_62","Measles - number of reported cases"
"COM",1998,0,"WHS3_62","Measles - number of reported cases"
"CHL",1985,17101,"WHS3_62","Measles - number of reported cases"
"IRN",1984,32909,"WHS3_62","Measles - number of reported cases"
"GUM",2018,0,"WHS3_62","Measles - number of reported cases"
"ARM",1995,187,"WHS3_62","Measles - number of reported cases"
"LSO",2001,217,"WHS3_62","Measles - number of reported cases"
"TLS",2020,2,"WHS3_62","Measles - number of reported cases"
"TKM",2005,0,"WHS3_62","Measles - number of reported cases"
"TUN",1998,123,"WHS3_62","Measles - number of reported cases"
"PRY",1992,864,"WHS3_62","Measles - number of reported cases"
"CUB",1989,12,"WHS3_62","Measles - number of reported cases"
"KHM",2024,666,"WHS3_62","Measles - number of reported cases"
"CHL",1998,6,"WHS3_62","Measles - number of reported cases"
"ZWE",1994,37785,"WHS3_62","Measles - number of reported cases"
"ARG",1986,6448,"WHS3_62","Measles - number of reported cases"
"YEM",2022,23941,"WHS3_62","Measles - number of reported cases"
"SAU",2022,247,"WHS3_62","Measles - number of reported cases"
"DEU",2022,15,"WHS3_62","Measles - number of reported cases"
"LKA",2003,65,"WHS3_62","Measles - number of reported cases"
"NIC",1987,792,"WHS3_62","Measles - number of reported cases"
"GBR",2014,133,"WHS3_62","Measles - number of reported cases"
"DEU",2016,326,"WHS3_62","Measles - number of reported cases"
"POL",1999,99,"WHS3_62","Measles - number of reported cases"
"MLT",2020,2,"WHS3_62","Measles - number of reported cases"
"CAF",1979,9104,"WHS3_62","Measles - number of reported cases"
"SLV",2004,0,"WHS3_62","Measles - number of reported cases"
"USA",2004,37,"WHS3_62","Measles - number of reported cases"
"QAT",2021,1,"WHS3_62","Measles - number of reported cases"
"TGO",1976,26018,"WHS3_62","Measles - number of reported cases"
"LVA",1993,54,"WHS3_62","Measles - number of reported cases"
"SYR",1991,359,"WHS3_62","Measles - number of reported cases"
"IDN",2008,15369,"WHS3_62","Measles - number of reported cases"
"NAM",2019,12,"WHS3_62","Measles - number of reported cases"
"UKR",2022,11,"WHS3_62","Measles - number of reported cases"
"BHR",1993,2,"WHS3_62","Measles - number of reported cases"
"SSD",2011,1256,"WHS3_62","Measles - number of reported cases"
"MHL",1974,0,"WHS3_62","Measles - number of reported cases"
"YEM",1989,26681,"WHS3_62","Measles - number of reported cases"
"CPV",1981,150,"WHS3_62","Measles - number of reported cases"
"DZA",2004,3289,"WHS3_62","Measles - number of reported cases"
"VCT",1980,257,"WHS3_62","Measles - number of reported cases"
"SEN",1978,29888,"WHS3_62","Measles - number of reported cases"
"LBY",1993,733,"WHS3_62","Measles - number of reported cases"
"PRY",1982,531,"WHS3_62","Measles - number of reported cases"
"BGD",1990,1705,"WHS3_62","Measles - number of reported cases"
"AUT",2017,95,"WHS3_62","Measles - number of reported cases"
"ECU",1995,919,"WHS3_62","Measles - number of reported cases"
"HUN",2000,1,"WHS3_62","Measles - number of reported cases"
"NLD",2017,16,"WHS3_62","Measles - number of reported cases"
"BRB",2010,0,"WHS3_62","Measles - number of reported cases"
"CYM",1981,2,"WHS3_62","Measles - number of reported cases"
"GRC",2015,1,"WHS3_62","Measles - number of reported cases"
"IRL",2006,87,"WHS3_62","Measles - number of reported cases"
"CMR",1987,16654,"WHS3_62","Measles - number of reported cases"
"AFR",2006,99420,"WHS3_62","Measles - number of reported cases"
"PNG",1977,7121,"WHS3_62","Measles - number of reported cases"
"ESP",1993,11985,"WHS3_62","Measles - number of reported cases"
"DMA",1997,0,"WHS3_62","Measles - number of reported cases"
"ECU",2016,1,"WHS3_62","Measles - number of reported cases"
"KAZ",2021,2,"WHS3_62","Measles - number of reported cases"
"JOR",2018,0,"WHS3_62","Measles - number of reported cases"
"IRN",1993,4616,"WHS3_62","Measles - number of reported cases"
"COG",1996,3897,"WHS3_62","Measles - number of reported cases"
"GRD",1975,2,"WHS3_62","Measles - number of reported cases"
"GAB",2009,0,"WHS3_62","Measles - number of reported cases"
"NOR",2010,3,"WHS3_62","Measles - number of reported cases"
"BEL",1996,7221,"WHS3_62","Measles - number of reported cases"
"GEO",2019,3918,"WHS3_62","Measles - number of reported cases"
"PHL",2012,1536,"WHS3_62","Measles - number of reported cases"
"SYR",2022,217,"WHS3_62","Measles - number of reported cases"
"OMN",1975,16679,"WHS3_62","Measles - number of reported cases"
"ARG",2011,3,"WHS3_62","Measles - number of reported cases"
"NIC",1982,226,"WHS3_62","Measles - number of reported cases"
"GRC",2023,0,"WHS3_62","Measles - number of reported cases"
"ISR",2006,9,"WHS3_62","Measles - number of reported cases"
"ERI",2004,24,"WHS3_62","Measles - number of reported cases"
"TKM",1997,377,"WHS3_62","Measles - number of reported cases"
"LBN",2010,12,"WHS3_62","Measles - number of reported cases"
"PER",1974,7687,"WHS3_62","Measles - number of reported cases"
"RWA",2014,10,"WHS3_62","Measles - number of reported cases"
"CYP",1982,27,"WHS3_62","Measles - number of reported cases"
"GBR",1993,12018,"WHS3_62","Measles - number of reported cases"
"UKR",2021,16,"WHS3_62","Measles - number of reported cases"
"CYP",1986,1,"WHS3_62","Measles - number of reported cases"
"MLI",2024,366,"WHS3_62","Measles - number of reported cases"
"CIV",1981,14782,"WHS3_62","Measles - number of reported cases"
"GBR",2007,1022,"WHS3_62","Measles - number of reported cases"
"MAR",1989,1689,"WHS3_62","Measles - number of reported cases"
"SAU",1991,6368,"WHS3_62","Measles - number of reported cases"
"ATG",1984,1,"WHS3_62","Measles - number of reported cases"
"HUN",2003,0,"WHS3_62","Measles - number of reported cases"
"ARE",1983,2105,"WHS3_62","Measles - number of reported cases"
"TUR",2004,8927,"WHS3_62","Measles - number of reported cases"
"SGP",1986,218,"WHS3_62","Measles - number of reported cases"
"PHL",1991,29037,"WHS3_62","Measles - number of reported cases"
"BDI",1990,13282,"WHS3_62","Measles - number of reported cases"
"MRT",1990,1379,"WHS3_62","Measles - number of reported cases"
"WSM",2019,5687,"WHS3_62","Measles - number of reported cases"
"TKM",2007,59,"WHS3_62","Measles - number of reported cases"
"JAM",1985,67,"WHS3_62","Measles - number of reported cases"
"CPV",1990,0,"WHS3_62","Measles - number of reported cases"
"LBY",1998,50,"WHS3_62","Measles - number of reported cases"
"RWA",1977,73337,"WHS3_62","Measles - number of reported cases"
"TZA",1977,67756,"WHS3_62","Measles - number of reported cases"
"VCT",1985,5,"WHS3_62","Measles - number of reported cases"
"BOL",1976,6427,"WHS3_62","Measles - number of reported cases"
"THA",2024,8202,"WHS3_62","Measles - number of reported cases"
"TKM",1990,2806,"WHS3_62","Measles - number of reported cases"
"PAN",2017,0,"WHS3_62","Measles - number of reported cases"
"COK",1994,0,"WHS3_62","Measles - number of reported cases"
"COL",1997,67,"WHS3_62","Measles - number of reported cases"
"NZL",2014,280,"WHS3_62","Measles - number of reported cases"
"MKD",2001,27,"WHS3_62","Measles - number of reported cases"
"ALB",1985,0,"WHS3_62","Measles - number of reported cases"
"DJI",1988,473,"WHS3_62","Measles - number of reported cases"
"TLS",2012,16,"WHS3_62","Measles - number of reported cases"
"BTN",1988,382,"WHS3_62","Measles - number of reported cases"
"NER",2004,63057,"WHS3_62","Measles - number of reported cases"
"NLD",1997,21,"WHS3_62","Measles - number of reported cases"
"GNQ",2002,24,"WHS3_62","Measles - number of reported cases"
"SWE",2022,5,"WHS3_62","Measles - number of reported cases"
