iso3,year,conflict_events_total,conflict_fatalities_best,conflict_fatalities_high,conflict_fatalities_low,conflict_state_based_events,conflict_non_state_events,conflict_one_sided_events,conflict_any_event,conflict_any_fatality
AFG,1989,145,5411,17642,2141,137,8,0,1,1
AFG,1990,45,1514,2311,1359,39,6,0,1,1
AFG,1991,64,3553,4053,3407,60,4,0,1,1
AFG,1992,76,4385,5865,4368,69,3,4,1,1
AFG,1993,115,4105,8433,4097,105,1,9,1,1
AFG,1994,244,9056,12074,9006,234,10,0,1,1
AFG,1995,219,5618,6877,5618,208,10,1,1,1
AFG,1996,234,3595,4056,3369,221,7,6,1,1
AFG,1997,199,6721,8606,4569,195,1,3,1,1
AFG,1998,217,12174,15196,10016,194,3,20,1,1
AFG,1999,189,5065,5857,5030,184,0,5,1,1
AFG,2000,207,5394,5670,4212,194,1,12,1,1
AFG,2001,263,5553,13588,5388,230,0,33,1,1
AFG,2002,94,1157,1646,1123,60,31,3,1,1
AFG,2003,186,944,1322,861,137,36,13,1,1
AFG,2004,241,817,1439,773,210,7,24,1,1
AFG,2005,430,1711,2109,1528,373,0,57,1,1
AFG,2006,848,4982,5853,4911,779,2,67,1,1
AFG,2007,1044,7037,8601,6480,977,1,66,1,1
AFG,2008,1115,5661,7194,5185,1080,0,35,1,1
AFG,2009,1514,6499,8180,5765,1450,0,64,1,1
AFG,2010,1806,7151,8605,6995,1719,8,79,1,1
AFG,2011,2197,7563,8512,7419,2145,4,48,1,1
AFG,2012,2301,7783,8618,7610,2256,3,42,1,1
AFG,2013,1926,8131,10272,7690,1875,3,48,1,1
AFG,2014,2119,12549,15983,11753,2028,3,88,1,1
AFG,2015,2266,18018,21759,16922,2117,45,104,1,1
AFG,2016,2428,19025,26239,17593,2283,38,107,1,1
AFG,2017,2482,19784,21785,18902,2328,58,96,1,1
AFG,2018,3724,26895,31458,25152,3568,51,105,1,1
AFG,2019,4682,30435,35335,28505,4536,16,130,1,1
AFG,2020,3317,20834,22197,19287,3145,1,171,1,1
AFG,2021,4512,36386,41097,34262,4291,2,219,1,1
AFG,2022,416,1574,2853,977,272,0,144,1,1
AFG,2023,176,360,601,218,100,0,76,1,1
AFG,2024,179,353,608,258,111,0,68,1,1
AGO,1989,260,2873,6831,2873,242,0,18,1,1
AGO,1990,181,2609,4609,2608,165,0,16,1,1
AGO,1991,19,516,688,497,19,0,0,1,1
AGO,1992,38,2352,3714,2329,36,0,2,1,1
AGO,1993,220,12398,25504,12398,200,0,20,1,1
AGO,1994,320,4009,12507,3959,290,0,30,1,1
AGO,1995,76,238,1101,216,65,0,11,1,1
AGO,1996,28,32,341,9,26,0,2,1,1
AGO,1997,35,105,362,60,18,0,17,1,1
AGO,1998,110,1191,2487,1158,72,0,38,1,1
AGO,1999,245,2666,6943,2666,201,0,44,1,1
AGO,2000,130,1209,4361,613,78,0,52,1,1
AGO,2001,124,2158,3717,2158,67,0,57,1,1
AGO,2002,69,579,1073,550,47,0,22,1,1
AGO,2003,37,84,221,81,17,0,20,1,1
AGO,2004,19,38,113,21,14,0,5,1,1
AGO,2005,13,15,43,15,6,0,7,1,1
AGO,2006,12,3,71,3,10,0,2,1,1
AGO,2007,22,26,111,1,21,0,1,1,1
AGO,2008,9,4,29,4,9,0,0,1,1
AGO,2009,9,25,66,1,9,0,0,1,1
AGO,2010,4,10,30,10,3,0,1,1,1
AGO,2011,2,1,3,1,2,0,0,1,1
AGO,2013,1,2,2,2,1,0,0,1,1
AGO,2014,6,0,15,0,6,0,0,1,0
AGO,2015,2,1,9,1,2,0,0,1,1
AGO,2016,18,26,186,10,17,0,1,1,1
AGO,2017,24,26,112,17,23,0,1,1,1
AGO,2018,6,24,32,24,1,0,5,1,1
AGO,2019,11,26,54,11,9,0,2,1,1
AGO,2020,26,29,102,15,18,0,8,1,1
AGO,2021,4,13,28,13,0,0,4,1,1
AGO,2022,17,21,115,2,16,0,1,1,1
AGO,2023,1,0,5,0,1,0,0,1,0
AGO,2024,10,25,105,10,8,0,2,1,1
ALB,1999,10,26,29,26,10,0,0,1,1
ARE,2010,1,1,1,1,1,0,0,1,1
ARE,2022,1,3,3,3,1,0,0,1,1
ARG,1992,1,0,29,0,1,0,0,1,0
ARG,1994,1,86,86,86,0,0,1,1,1
ARM,1992,9,85,226,85,9,0,0,1,1
ARM,1993,7,37,66,37,7,0,0,1,1
ARM,1994,1,30,30,30,1,0,0,1,1
ARM,1995,5,7,7,7,5,0,0,1,1
ARM,2005,1,1,1,1,1,0,0,1,1
ARM,2006,2,2,2,2,2,0,0,1,1
ARM,2012,5,9,9,9,5,0,0,1,1
ARM,2013,1,1,1,1,1,0,0,1,1
ARM,2015,8,16,29,16,7,0,1,1,1
ARM,2016,1,4,7,4,1,0,0,1,1
ARM,2018,1,1,1,1,1,0,0,1,1
ARM,2019,2,2,2,2,2,0,0,1,1
ARM,2020,8,10,10,9,8,0,0,1,1
ARM,2021,8,10,10,10,8,0,0,1,1
ARM,2022,8,154,153,154,8,0,0,1,1
ARM,2023,10,20,20,20,10,0,0,1,1
AUS,2018,2,2,2,2,1,0,1,1,1
AUT,2020,1,4,4,4,0,0,1,1,1
AZE,1991,3,35,35,35,3,0,0,1,1
AZE,1992,182,2856,4785,2788,180,0,2,1,1
AZE,1993,72,1194,1823,991,72,0,0,1,1
AZE,1994,58,1489,3919,1239,58,0,0,1,1
AZE,1995,10,55,83,55,10,0,0,1,1
AZE,1996,3,5,11,3,3,0,0,1,1
AZE,1997,3,29,36,29,3,0,0,1,1
AZE,1998,4,34,38,34,4,0,0,1,1
AZE,1999,6,18,35,18,6,0,0,1,1
AZE,2000,7,13,16,13,7,0,0,1,1
AZE,2001,5,6,7,6,5,0,0,1,1
AZE,2004,3,8,8,8,3,0,0,1,1
AZE,2005,22,24,25,24,22,0,0,1,1
AZE,2006,8,5,8,5,8,0,0,1,1
AZE,2007,11,12,28,12,11,0,0,1,1
AZE,2008,7,30,43,30,7,0,0,1,1
AZE,2009,6,7,13,7,6,0,0,1,1
AZE,2010,14,20,28,20,14,0,0,1,1
AZE,2011,20,21,28,21,20,0,0,1,1
AZE,2012,12,16,18,16,12,0,0,1,1
AZE,2013,10,11,14,11,10,0,0,1,1
AZE,2014,33,46,54,45,33,0,0,1,1
AZE,2015,43,63,99,56,43,0,0,1,1
AZE,2016,31,137,256,137,31,0,0,1,1
AZE,2017,21,36,37,36,21,0,0,1,1
AZE,2018,17,16,20,15,17,0,0,1,1
AZE,2019,10,9,10,7,10,0,0,1,1
AZE,2020,141,7636,9066,7538,141,0,0,1,1
AZE,2021,18,30,33,30,18,0,0,1,1
AZE,2022,9,154,157,154,9,0,0,1,1
AZE,2023,11,442,442,442,11,0,0,1,1
BDI,1990,1,7,7,7,1,0,0,1,1
BDI,1991,21,342,1851,342,11,0,10,1,1
BDI,1992,3,61,61,61,3,0,0,1,1
BDI,1993,454,10218,32926,9699,2,232,220,1,1
BDI,1994,46,897,2985,657,13,13,20,1,1
BDI,1995,126,2828,4134,2491,53,7,66,1,1
BDI,1996,188,18184,21448,10328,64,4,120,1,1
BDI,1997,200,4395,5867,3778,89,5,106,1,1
BDI,1998,122,1797,2274,1596,57,0,65,1,1
BDI,1999,200,1852,2414,1420,81,2,117,1,1
BDI,2000,250,2442,3557,2194,155,1,94,1,1
BDI,2001,188,1634,3101,1584,118,0,70,1,1
BDI,2002,239,1990,2573,1631,169,0,70,1,1
BDI,2003,208,1283,1927,1251,101,14,93,1,1
BDI,2004,89,734,920,694,54,11,24,1,1
BDI,2005,120,485,567,485,54,1,65,1,1
BDI,2006,55,251,254,249,27,0,28,1,1
BDI,2007,25,79,82,73,3,6,16,1,1
BDI,2008,48,257,270,257,29,0,19,1,1
BDI,2009,3,0,17,0,0,0,3,1,0
BDI,2011,6,4,7,4,3,0,3,1,1
BDI,2012,7,14,15,14,1,0,6,1,1
BDI,2013,7,16,16,16,0,0,7,1,1
BDI,2014,9,61,91,61,9,0,0,1,1
BDI,2015,42,265,290,262,15,0,27,1,1
BDI,2016,75,93,111,70,4,0,71,1,1
BDI,2017,43,43,67,42,2,0,41,1,1
BDI,2018,60,116,123,97,3,0,57,1,1
BDI,2019,51,75,114,58,2,0,49,1,1
BDI,2020,78,145,220,117,14,0,64,1,1
BDI,2021,50,81,91,62,3,0,47,1,1
BDI,2022,42,48,54,48,1,0,41,1,1
BDI,2023,39,125,131,61,4,0,35,1,1
BDI,2024,49,70,81,64,1,0,48,1,1
BEL,2016,3,34,34,34,2,0,1,1,1
BEL,2018,2,4,4,4,1,0,1,1,1
BEL,2023,1,2,2,2,0,0,1,1,1
BEN,2019,1,1,1,1,0,0,1,1,1
BEN,2020,1,1,1,1,1,0,0,1,1
BEN,2021,6,11,12,11,6,0,0,1,1
BEN,2022,8,30,33,30,8,0,0,1,1
BEN,2023,20,46,59,46,15,0,5,1,1
BEN,2024,29,85,91,81,23,0,6,1,1
BFA,2016,2,26,31,26,0,0,2,1,1
BFA,2017,27,54,59,24,4,1,22,1,1
BFA,2018,65,195,243,165,30,3,32,1,1
BFA,2019,222,1246,1541,698,80,10,132,1,1
BFA,2020,166,1167,1312,849,88,12,66,1,1
BFA,2021,191,1458,1606,1303,130,7,54,1,1
BFA,2022,237,2704,3011,2428,180,9,48,1,1
BFA,2023,599,6122,7485,5810,426,6,167,1,1
BFA,2024,307,4251,5260,3691,223,6,78,1,1
BGD,1989,20,81,82,81,7,2,11,1,1
BGD,1990,27,94,109,94,13,2,12,1,1
BGD,1991,36,107,134,104,11,5,20,1,1
BGD,1992,29,225,389,224,9,3,17,1,1
BGD,1993,18,43,51,39,4,11,3,1,1
BGD,1994,6,32,35,32,2,3,1,1,1
BGD,1995,13,14,19,14,4,8,1,1,1
BGD,1996,23,46,57,46,5,15,3,1,1
BGD,1997,11,16,21,15,3,7,1,1,1
BGD,1998,11,21,22,16,0,10,1,1,1
BGD,1999,19,14,28,13,0,17,2,1,1
BGD,2000,8,105,206,105,1,6,1,1,1
BGD,2001,29,72,86,66,0,26,3,1,1
BGD,2002,5,7,8,6,3,2,0,1,1
BGD,2003,15,8,25,8,11,2,2,1,1
BGD,2004,38,75,111,73,26,2,10,1,1
BGD,2005,66,80,87,72,56,1,9,1,1
BGD,2006,74,96,103,92,55,17,2,1,1
BGD,2007,13,18,18,18,13,0,0,1,1
BGD,2008,11,13,14,13,10,0,1,1,1
BGD,2009,9,10,10,9,1,7,1,1,1
BGD,2010,8,5,11,4,1,6,1,1,1
BGD,2011,1,0,11,0,0,1,0,1,0
BGD,2012,2,2,5,1,0,2,0,1,1
BGD,2013,38,54,59,38,0,33,5,1,1
BGD,2014,2,2,2,2,0,2,0,1,1
BGD,2015,8,10,10,10,1,1,6,1,1
BGD,2016,25,73,73,73,12,0,13,1,1
BGD,2017,23,48,56,48,22,0,1,1,1
BGD,2018,20,28,29,27,1,16,3,1,1
BGD,2019,3,3,4,3,2,0,1,1,1
BGD,2020,5,5,5,5,3,0,2,1,1
BGD,2021,3,2,3,1,0,2,1,1,1
BGD,2022,9,13,14,13,3,0,6,1,1
BGD,2023,11,12,12,12,0,2,9,1,1
BGD,2024,54,374,406,157,1,40,13,1,1
BHR,2011,24,26,30,26,0,0,24,1,1
BIH,1992,3769,25171,27627,22206,3710,0,59,1,1
BIH,1993,2828,13787,16475,12967,2745,1,82,1,1
BIH,1994,1862,7312,8434,6725,1807,0,55,1,1
BIH,1995,881,17265,19789,16901,782,0,99,1,1
BOL,1998,1,2,2,2,0,1,0,1,1
BOL,2000,9,50,50,46,0,9,0,1,1
BOL,2021,1,1,1,1,0,1,0,1,1
BOL,2023,1,1,1,1,0,1,0,1,1
BRA,1993,5,43,43,43,0,2,3,1,1
BRA,1994,7,32,45,31,0,4,3,1,1
BRA,1995,8,51,65,42,0,4,4,1,1
BRA,1996,3,20,31,20,0,2,1,1,1
BRA,1997,14,41,41,41,0,11,3,1,1
BRA,1998,6,16,16,16,0,4,2,1,1
BRA,1999,31,86,86,86,0,13,18,1,1
BRA,2000,27,64,67,63,0,16,11,1,1
BRA,2001,14,81,81,81,0,10,4,1,1
BRA,2002,21,65,72,65,0,16,5,1,1
BRA,2003,12,51,51,51,0,7,5,1,1
BRA,2004,12,86,86,86,0,12,0,1,1
BRA,2005,18,60,80,60,0,10,8,1,1
BRA,2006,4,23,23,23,0,4,0,1,1
BRA,2007,9,40,40,40,0,7,2,1,1
BRA,2008,5,20,20,20,0,4,1,1,1
BRA,2009,3,40,45,40,0,3,0,1,1
BRA,2010,2,4,8,4,0,2,0,1,1
BRA,2011,4,34,34,34,0,4,0,1,1
BRA,2012,7,275,275,275,0,7,0,1,1
BRA,2013,10,28,28,28,0,9,1,1,1
BRA,2014,4,4,4,4,0,3,1,1,1
BRA,2015,17,83,83,83,0,16,1,1,1
BRA,2016,58,156,162,156,0,54,4,1,1
BRA,2017,316,3062,3071,3062,0,299,17,1,1
BRA,2018,357,2662,2681,2661,0,346,11,1,1
BRA,2019,636,1731,1735,1731,0,594,42,1,1
BRA,2020,744,2670,2670,2670,0,720,24,1,1
BRA,2021,843,2661,2671,2661,0,765,78,1,1
BRA,2022,1514,1703,1716,1703,0,1384,130,1,1
BRA,2023,2159,2481,2521,2478,0,1983,176,1,1
BRA,2024,1461,1635,1668,1571,0,1363,98,1,1
BTN,1997,1,4,4,4,1,0,0,1,1
BTN,2004,1,0,2,0,0,0,1,1,0
BWA,1990,1,1,1,1,0,0,1,1,1
CAF,1991,1,0,20,0,0,0,1,1,0
CAF,1992,1,3,3,3,0,0,1,1,1
CAF,1993,3,4,4,4,0,0,3,1,1
CAF,1999,1,5,5,5,0,0,1,1,1
CAF,2000,1,6,6,6,0,0,1,1,1
CAF,2001,21,216,351,216,7,0,14,1,1
CAF,2002,14,152,340,150,9,0,5,1,1
CAF,2003,5,19,56,14,1,0,4,1,1
CAF,2004,3,23,23,3,0,0,3,1,1
CAF,2005,6,8,8,8,0,0,6,1,1
CAF,2006,42,190,339,184,7,0,35,1,1
CAF,2007,23,143,172,143,4,1,18,1,1
CAF,2008,5,8,13,8,0,0,5,1,1
CAF,2009,61,244,294,244,19,0,42,1,1
CAF,2010,43,148,251,138,13,0,30,1,1
CAF,2011,23,195,230,195,8,5,10,1,1
CAF,2012,31,132,132,132,12,0,19,1,1
CAF,2013,186,3396,4120,2847,29,17,140,1,1
CAF,2014,461,3493,4072,3159,35,134,292,1,1
CAF,2015,150,745,772,745,7,36,107,1,1
CAF,2016,70,688,715,688,0,13,57,1,1
CAF,2017,222,1865,2190,1743,15,109,98,1,1
CAF,2018,88,640,676,629,18,21,49,1,1
CAF,2019,64,501,604,498,10,17,37,1,1
CAF,2020,56,299,350,299,16,18,22,1,1
CAF,2021,167,1080,1142,914,119,0,48,1,1
CAF,2022,105,773,899,773,77,0,28,1,1
CAF,2023,86,423,452,415,59,9,18,1,1
CAF,2024,92,485,788,441,48,9,35,1,1
CAN,1994,3,3,3,3,0,3,0,1,1
CAN,1995,9,24,24,24,0,9,0,1,1
CAN,1996,1,2,2,2,0,1,0,1,1
CAN,1997,1,2,2,2,0,1,0,1,1
CAN,1998,9,27,27,27,0,9,0,1,1
CAN,1999,3,11,11,11,0,3,0,1,1
CAN,2000,8,23,23,23,0,8,0,1,1
CAN,2001,1,1,1,1,0,1,0,1,1
CHN,1989,3,2600,3138,931,0,0,3,1,1
CHN,1990,3,22,50,22,3,0,0,1,1
CHN,1997,2,4,4,4,0,0,2,1,1
CHN,1999,3,0,4,0,3,0,0,1,0
CHN,2005,2,12,23,12,0,0,2,1,1
CHN,2007,1,0,19,0,1,0,0,1,0
CHN,2008,16,87,190,87,5,0,11,1,1
CHN,2009,5,189,687,189,2,3,0,1,1
CHN,2015,1,5,5,5,1,0,0,1,1
CHN,2017,2,6,6,6,2,0,0,1,1
CHN,2023,1,1,1,1,1,0,0,1,1
CIV,1990,2,9,9,8,1,0,1,1,1
CIV,1991,1,0,3,0,0,0,1,1,0
CIV,1993,1,1,1,1,0,0,1,1,1
CIV,1994,1,4,4,4,0,0,1,1,1
CIV,1995,2,37,205,37,0,1,1,1,1
CIV,1996,4,35,40,35,0,1,3,1,1
CIV,1998,1,0,1,0,0,0,1,1,0
CIV,1999,2,0,2,0,0,0,2,1,0
CIV,2000,6,132,152,132,0,2,4,1,1
CIV,2001,2,2,2,2,0,2,0,1,1
CIV,2002,48,1063,1114,932,27,5,16,1,1
CIV,2003,40,493,936,493,19,6,15,1,1
CIV,2004,28,304,380,300,5,8,15,1,1
CIV,2005,21,153,259,146,0,14,7,1,1
CIV,2006,7,11,15,11,0,3,4,1,1
CIV,2007,3,3,3,3,0,0,3,1,1
CIV,2008,4,4,4,4,0,0,4,1,1
CIV,2009,1,1,1,1,0,0,1,1,1
CIV,2010,21,80,179,76,2,2,17,1,1
CIV,2011,158,1256,1503,1151,13,4,141,1,1
CIV,2012,5,21,21,20,0,1,4,1,1
CIV,2013,2,4,6,4,0,0,2,1,1
CIV,2016,2,49,49,49,0,1,1,1,1
CIV,2020,1,3,3,3,0,0,1,1,1
CMR,1990,1,6,6,6,0,0,1,1,1
CMR,1991,1,50,100,9,0,1,0,1,1
CMR,1992,3,25,116,25,0,2,1,1,1
CMR,1993,5,47,72,32,0,3,2,1,1
CMR,1994,7,102,155,98,3,3,1,1,1
CMR,1996,3,56,57,56,3,0,0,1,1
CMR,1998,4,52,68,52,2,2,0,1,1
CMR,2000,4,2,500,2,0,0,4,1,1
CMR,2001,2,0,12,0,0,0,2,1,0
CMR,2004,1,0,1,0,0,0,1,1,0
CMR,2005,3,0,4,0,1,0,2,1,0
CMR,2008,1,0,26,0,0,0,1,1,0
CMR,2009,1,0,17,0,0,0,1,1,0
CMR,2013,1,1,1,1,0,0,1,1,1
CMR,2014,51,1047,1111,1047,39,0,12,1,1
CMR,2015,62,1263,1662,1263,27,0,35,1,1
CMR,2016,97,491,517,491,34,1,62,1,1
CMR,2017,138,410,499,410,51,18,69,1,1
CMR,2018,253,1013,1323,1009,160,1,92,1,1
CMR,2019,248,868,1035,854,171,4,73,1,1
CMR,2020,261,792,944,749,131,2,128,1,1
CMR,2021,278,827,1068,788,185,5,88,1,1
CMR,2022,225,667,789,557,132,1,92,1,1
CMR,2023,294,638,754,573,141,12,141,1,1
CMR,2024,193,421,439,387,108,8,77,1,1
COD,1989,3,28,28,28,0,0,3,1,1
COD,1990,4,147,147,20,0,0,4,1,1
COD,1991,7,32,162,32,0,0,7,1,1
COD,1992,11,67,94,50,0,0,11,1,1
COD,1993,20,3337,7028,569,0,6,14,1,1
COD,1994,16,332,4428,331,2,1,13,1,1
COD,1995,16,526,593,517,0,7,9,1,1
COD,1996,209,34307,48868,32046,18,12,179,1,1
COD,1997,137,13897,42414,13478,33,7,97,1,1
COD,1998,118,7717,16672,6924,60,7,51,1,1
COD,1999,168,7849,13611,7243,50,23,95,1,1
COD,2000,115,3055,4859,2891,45,23,47,1,1
COD,2001,66,1490,2322,1409,16,20,30,1,1
COD,2002,136,7945,11350,7614,9,57,70,1,1
COD,2003,82,4324,6020,3753,0,28,54,1,1
COD,2004,31,782,1069,577,0,2,29,1,1
COD,2005,25,305,339,283,1,0,24,1,1
COD,2006,80,390,588,262,9,2,69,1,1
COD,2007,112,879,927,857,22,3,87,1,1
COD,2008,105,1740,2150,1740,30,7,68,1,1
COD,2009,551,5308,6132,5096,103,2,446,1,1
COD,2010,87,1088,1144,1064,35,0,52,1,1
COD,2011,165,552,601,535,65,11,89,1,1
COD,2012,156,1838,2691,1758,59,15,82,1,1
COD,2013,161,2197,2813,2159,73,15,73,1,1
COD,2014,128,1624,1963,1548,50,7,71,1,1
COD,2015,124,737,904,653,43,2,79,1,1
COD,2016,211,2194,3906,1470,77,26,108,1,1
COD,2017,503,5975,8185,5684,224,67,212,1,1
COD,2018,462,3147,3238,2676,138,151,173,1,1
COD,2019,441,2529,2949,2304,129,77,235,1,1
COD,2020,832,4008,4407,3732,238,118,476,1,1
COD,2021,809,3723,3964,3534,263,57,489,1,1
COD,2022,1199,5967,6641,5756,253,144,802,1,1
COD,2023,828,3936,5753,3667,149,79,600,1,1
COD,2024,783,5409,7916,4669,217,69,497,1,1
COG,1992,1,2,8,2,0,0,1,1,1
COG,1993,10,135,135,135,4,0,6,1,1
COG,1994,8,18,23,18,6,0,2,1,1
COG,1995,1,2,2,2,1,0,0,1,1
COG,1996,2,1,4,1,0,0,2,1,1
COG,1997,57,10412,21212,10412,27,0,30,1,1
COG,1998,54,3763,5132,3763,20,0,34,1,1
COG,1999,48,948,1848,948,35,0,13,1,1
COG,2001,1,3,3,3,1,0,0,1,1
COG,2002,24,234,260,234,15,0,9,1,1
COG,2003,6,33,33,33,4,0,2,1,1
COG,2005,5,15,51,15,3,0,2,1,1
COG,2007,1,2,15,2,1,0,0,1,1
COG,2008,1,1,1,1,1,0,0,1,1
COG,2011,1,1,1,1,1,0,0,1,1
COG,2012,2,2,2,2,2,0,0,1,1
COG,2015,1,0,1,0,1,0,0,1,0
COG,2016,8,73,73,73,8,0,0,1,1
COG,2017,3,20,35,19,3,0,0,1,1
COG,2019,2,0,2,0,1,0,1,1,0
COG,2020,1,0,5,0,1,0,0,1,0
COG,2022,2,3,10,3,2,0,0,1,1
COL,1989,53,384,1108,383,37,0,16,1,1
COL,1990,100,712,802,700,70,5,25,1,1
COL,1991,128,872,905,869,96,0,32,1,1
COL,1992,103,1500,1532,1500,90,0,13,1,1
COL,1993,47,302,331,302,32,4,11,1,1
COL,1994,70,1211,1617,1211,59,0,11,1,1
COL,1995,77,943,954,929,58,0,19,1,1
COL,1996,150,1401,1453,1383,109,0,41,1,1
COL,1997,181,891,1111,889,124,7,50,1,1
COL,1998,145,1646,2344,1645,83,13,49,1,1
COL,1999,394,2638,3066,2612,161,15,218,1,1
COL,2000,1334,4388,5233,4352,531,53,750,1,1
COL,2001,1365,4611,5204,4578,547,66,752,1,1
COL,2002,1908,6012,7139,5786,920,84,904,1,1
COL,2003,2264,4678,4820,4629,813,37,1414,1,1
COL,2004,1745,3380,3569,3342,646,29,1070,1,1
COL,2005,1291,2888,2963,2835,551,18,722,1,1
COL,2006,364,945,972,945,105,1,258,1,1
COL,2007,319,683,705,681,87,0,232,1,1
COL,2008,336,643,653,581,70,0,266,1,1
COL,2009,137,501,564,471,75,0,62,1,1
COL,2010,88,442,448,442,81,0,7,1,1
COL,2011,60,227,233,227,50,0,10,1,1
COL,2012,37,227,326,227,31,0,6,1,1
COL,2013,22,140,183,140,22,0,0,1,1
COL,2014,48,157,158,157,40,0,8,1,1
COL,2015,33,144,151,144,28,0,5,1,1
COL,2016,101,85,140,85,15,0,86,1,1
COL,2017,155,107,211,107,14,1,140,1,1
COL,2018,170,253,294,253,49,1,120,1,1
COL,2019,109,219,226,219,52,5,52,1,1
COL,2020,144,196,268,208,23,3,118,1,1
COL,2021,160,291,336,290,42,7,111,1,1
COL,2022,172,360,387,360,38,29,105,1,1
COL,2023,413,534,646,514,36,88,289,1,1
COL,2024,397,664,788,554,99,103,195,1,1
COM,1989,2,29,30,29,2,0,0,1,1
COM,1997,2,56,78,56,2,0,0,1,1
COM,1998,3,40,60,40,0,3,0,1,1
DEU,1989,2,3,3,3,2,0,0,1,1
DEU,1990,1,1,1,1,1,0,0,1,1
DEU,1992,1,4,4,4,1,0,0,1,1
DEU,2016,1,12,12,12,0,0,1,1,1
DEU,2024,1,3,3,3,0,0,1,1,1
DJI,1989,1,6,59,6,1,0,0,1,1
DJI,1990,1,60,60,60,1,0,0,1,1
DJI,1991,9,134,465,134,7,1,1,1,1
DJI,1992,11,129,767,44,10,0,1,1,1
DJI,1993,12,33,419,33,8,0,4,1,1
DJI,1994,5,39,53,39,3,0,2,1,1
DJI,1995,4,18,66,18,1,2,1,1,1
DJI,1996,2,0,2,0,0,0,2,1,0
DJI,1997,1,11,12,11,1,0,0,1,1
DJI,1998,2,16,19,16,2,0,0,1,1
DJI,1999,8,25,57,25,8,0,0,1,1
DJI,2008,2,35,44,35,2,0,0,1,1
DJI,2014,1,1,1,1,0,0,1,1,1
DJI,2018,1,6,6,0,0,1,0,1,1
DJI,2021,1,3,3,3,0,1,0,1,1
DZA,1990,1,1,1,1,1,0,0,1,1
DZA,1991,4,34,34,34,4,0,0,1,1
DZA,1992,120,274,353,274,120,0,0,1,1
DZA,1993,269,826,886,826,265,0,4,1,1
DZA,1994,350,1943,2176,1943,341,2,7,1,1
DZA,1995,394,3059,6155,3035,391,3,0,1,1
DZA,1996,123,1091,1514,1085,122,0,1,1,1
DZA,1997,128,2008,3428,1813,117,1,10,1,1
DZA,1998,383,3284,4440,3284,359,7,17,1,1
DZA,1999,226,1168,1250,1168,205,2,19,1,1
DZA,2000,252,1193,1275,1193,216,0,36,1,1
DZA,2001,80,674,898,674,74,0,6,1,1
DZA,2002,225,1058,1076,1056,137,0,88,1,1
DZA,2003,209,714,731,714,198,0,11,1,1
DZA,2004,219,500,524,500,181,0,38,1,1
DZA,2005,72,232,265,231,68,0,4,1,1
DZA,2006,91,292,325,292,79,0,12,1,1
DZA,2007,128,495,541,494,124,0,4,1,1
DZA,2008,111,345,416,345,108,0,3,1,1
DZA,2009,191,541,714,527,174,0,17,1,1
DZA,2010,92,252,293,252,84,0,8,1,1
DZA,2011,125,276,287,268,114,0,11,1,1
DZA,2012,124,264,320,258,114,0,10,1,1
DZA,2013,73,222,240,222,65,5,3,1,1
DZA,2014,43,111,151,86,43,0,0,1,1
DZA,2015,46,110,117,107,46,0,0,1,1
DZA,2016,27,89,94,85,27,0,0,1,1
DZA,2017,26,77,91,77,26,0,0,1,1
DZA,2018,10,35,39,35,9,0,1,1,1
DZA,2019,9,15,15,15,8,0,1,1,1
DZA,2020,17,28,28,28,17,0,0,1,1
DZA,2021,6,18,18,18,6,0,0,1,1
DZA,2022,3,14,14,14,3,0,0,1,1
DZA,2023,1,1,1,1,1,0,0,1,1
DZA,2024,1,3,3,3,1,0,0,1,1
ECU,1995,4,11,41,11,4,0,0,1,1
ECU,2001,1,2,2,2,0,1,0,1,1
ECU,2003,1,26,31,15,0,1,0,1,1
ECU,2005,1,3,3,3,0,0,1,1,1
ECU,2006,1,2,2,2,0,0,1,1,1
ECU,2007,1,2,2,2,0,0,1,1,1
ECU,2008,3,53,53,53,2,0,1,1,1
ECU,2019,1,2,2,2,1,0,0,1,1
ECU,2020,1,11,11,11,0,1,0,1,1
ECU,2021,8,291,291,291,0,8,0,1,1
ECU,2022,11,118,126,118,0,10,1,1,1
ECU,2023,454,540,762,266,0,454,0,1,1
ECU,2024,238,328,432,171,0,238,0,1,1
EGY,1990,2,4,4,4,0,0,2,1,1
EGY,1992,5,13,13,13,3,0,2,1,1
EGY,1993,43,108,124,108,38,0,5,1,1
EGY,1994,76,162,196,162,58,0,18,1,1
EGY,1995,118,233,262,233,76,1,41,1,1
EGY,1996,75,149,167,149,46,0,29,1,1
EGY,1997,34,143,162,143,24,0,10,1,1
EGY,1998,10,29,31,29,9,0,1,1,1
EGY,1999,2,4,5,4,2,0,0,1,1
EGY,2000,4,5,18,5,3,1,0,1,1
EGY,2004,3,35,35,35,0,1,2,1,1
EGY,2005,4,124,124,124,0,0,4,1,1
EGY,2006,2,2,2,2,0,2,0,1,1
EGY,2008,2,2,2,2,0,2,0,1,1
EGY,2009,2,1,3,1,0,2,0,1,1
EGY,2010,1,1,1,1,1,0,0,1,1
EGY,2011,4,31,31,31,0,4,0,1,1
EGY,2012,2,75,75,75,0,2,0,1,1
EGY,2013,46,135,139,135,0,45,1,1,1
EGY,2014,45,249,249,249,31,14,0,1,1
EGY,2015,60,991,1171,977,59,0,1,1,1
EGY,2016,40,404,410,404,34,1,5,1,1
EGY,2017,111,902,1082,787,93,0,18,1,1
